description,category
MEDICAL STORE BANGALORE,Healthcare
MCDONALDS UPI,Food
HOTSTAR PAYMENT,Entertainment
APOLLO PHARMACY TXN,Healthcare
SALARY CREDIT STORE,Salary
MONTHLY SALARY KOCHI,Salary
PPF BANGALORE,Investment
BONUS CREDIT POS,Salary
ZOMATO PAYMENT POS,Food
AMAZON PRIME KOCHI,Entertainment
BUS TICKET #1234,Travel
STOCK PURCHASE,Investment
BONUS CREDIT #1234,Salary
MUTUAL FUND SIP #1234,Investment
BURGER KING ONLINE,Food
SHELL PETROL POS,Fuel
ZERODHA ONLINE,Investment
IRCTC INDIA,Travel
FLIPKART UPI,Shopping
MUTUAL FUND SIP UPI,Investment
CAFE COFFEE DAY PAYMENT,Food
HP PETROL POS,Fuel
YOUTUBE PREMIUM STORE,Entertainment
BHARAT PETROLEUM KOCHI,Fuel
FLIPKART STORE,Shopping
HP PETROL #1234,Fuel
HP PETROL INDIA,Fuel
ZERODHA UPI,Investment
BHARAT PETROLEUM INDIA,Fuel
ZERODHA INDIA,Investment
BROADBAND BILL KOCHI,Bills
ATM WITHDRAWAL TXN,Others
INDIAN OIL INDIA,Fuel
DOMINOS PIZZA PAYMENT,Food
ATM WITHDRAWAL KOCHI,Others
MONTHLY SALARY UPI,Salary
ZOMATO PAYMENT TXN,Food
YOUTUBE PREMIUM POS,Entertainment
SPOTIFY,Entertainment
HOSPITAL KOCHI,Healthcare
HP PETROL KOCHI,Fuel
HOSPITAL,Healthcare
HOTSTAR UPI,Entertainment
MOBILE RECHARGE ONLINE,Bills
DENTAL CLINIC STORE,Healthcare
MONTHLY SALARY UPI,Salary
HOSPITAL KOCHI,Healthcare
KFC INDIA KOCHI,Food
KFC INDIA STORE,Food
AIRTEL,Bills
BANK CHARGE KOCHI,Others
BANK CHARGE KOCHI,Others
MUTUAL FUND SIP TXN,Investment
SWIGGY ORDER POS,Food
PPF ONLINE,Investment
HP PETROL STORE,Fuel
IRCTC ONLINE,Travel
NIKE STORE INDIA,Shopping
MCDONALDS KOCHI,Food
UBER TRIP ONLINE,Travel
OLA CAB TXN,Travel
AJIO POS,Shopping
JIO RECHARGE KOCHI,Bills
MOBILE RECHARGE ONLINE,Bills
BONUS CREDIT BANGALORE,Salary
LAB TEST PAYMENT,Healthcare
SWIGGY ORDER INDIA,Food
HOTSTAR INDIA,Entertainment
NPS,Investment
DENTAL CLINIC #1234,Healthcare
AMAZON PAY UPI,Shopping
MEDICAL STORE ONLINE,Healthcare
RELIANCE DIGITAL ONLINE,Shopping
STOCK PURCHASE BANGALORE,Investment
SUBWAY BANGALORE,Food
DENTAL CLINIC #1234,Healthcare
YOUTUBE PREMIUM #1234,Entertainment
SALARY CREDIT ONLINE,Salary
STOCK PURCHASE PAYMENT,Investment
ATM WITHDRAWAL INDIA,Others
CHEQUE PAYMENT ONLINE,Others
IRCTC,Travel
YOUTUBE PREMIUM TXN,Entertainment
ZERODHA PAYMENT,Investment
PPF,Investment
BONUS CREDIT INDIA,Salary
APOLLO PHARMACY ONLINE,Healthcare
LAB TEST #1234,Healthcare
YOUTUBE PREMIUM STORE,Entertainment
SHELL PETROL ONLINE,Fuel
STOCK PURCHASE ONLINE,Investment
STARBUCKS TXN,Food
NETFLIX #1234,Entertainment
HP PETROL STORE,Fuel
OLA CAB BANGALORE,Travel
APOLLO PHARMACY #1234,Healthcare
JIO RECHARGE POS,Bills
ELECTRICITY BILL PAYMENT,Bills
ZOMATO PAYMENT UPI,Food
CHEQUE PAYMENT TXN,Others
INDIAN OIL BANGALORE,Fuel
LAB TEST PAYMENT,Healthcare
BONUS CREDIT INDIA,Salary
HOSPITAL BANGALORE,Healthcare
ATM WITHDRAWAL POS,Others
SPOTIFY ONLINE,Entertainment
SALARY CREDIT INDIA,Salary
BANK CHARGE ONLINE,Others
BUS TICKET KOCHI,Travel
MUTUAL FUND SIP INDIA,Investment
DENTAL CLINIC UPI,Healthcare
BHARAT PETROLEUM INDIA,Fuel
BURGER KING BANGALORE,Food
LAB TEST,Healthcare
MUTUAL FUND SIP ONLINE,Investment
BONUS CREDIT,Salary
ATM WITHDRAWAL POS,Others
NPS INDIA,Investment
INDIAN OIL BANGALORE,Fuel
STOCK PURCHASE BANGALORE,Investment
BHARAT PETROLEUM ONLINE,Fuel
RELIANCE DIGITAL KOCHI,Shopping
BROADBAND BILL PAYMENT,Bills
CHEQUE PAYMENT #1234,Others
ATM WITHDRAWAL TXN,Others
MYNTRA STORE,Shopping
BHARAT PETROLEUM #1234,Fuel
SHELL PETROL #1234,Fuel
FLIGHT BOOKING INDIA,Travel
PPF ONLINE,Investment
MCDONALDS TXN,Food
STOCK PURCHASE PAYMENT,Investment
APOLLO PHARMACY BANGALORE,Healthcare
JIO RECHARGE POS,Bills
KFC INDIA STORE,Food
HOTSTAR #1234,Entertainment
KSRTC PAYMENT,Travel
BROADBAND BILL POS,Bills
MONTHLY SALARY ONLINE,Salary
MEDICAL STORE POS,Healthcare
BOOKMYSHOW POS,Entertainment
HP PETROL ONLINE,Fuel
WATER BILL UPI,Bills
CROMA,Shopping
MONTHLY SALARY ONLINE,Salary
BHARAT PETROLEUM,Fuel
BONUS CREDIT KOCHI,Salary
ZERODHA KOCHI,Investment
BONUS CREDIT TXN,Salary
STOCK PURCHASE BANGALORE,Investment
BUS TICKET POS,Travel
RELIANCE DIGITAL STORE,Shopping
MEDICAL STORE TXN,Healthcare
INDIAN OIL BANGALORE,Fuel
HP PETROL PAYMENT,Fuel
AIRTEL #1234,Bills
BONUS CREDIT BANGALORE,Salary
ATM WITHDRAWAL BANGALORE,Others
IRCTC TXN,Travel
SUBWAY TXN,Food
FLIPKART INDIA,Shopping
PPF POS,Investment
MEDICAL STORE STORE,Healthcare
ELECTRICITY BILL BANGALORE,Bills
FLIPKART PAYMENT,Shopping
ATM WITHDRAWAL PAYMENT,Others
MOBILE RECHARGE INDIA,Bills
SPOTIFY POS,Entertainment
JIO RECHARGE TXN,Bills
SALARY CREDIT ONLINE,Salary
BONUS CREDIT,Salary
HP PETROL TXN,Fuel
MYNTRA POS,Shopping
ATM WITHDRAWAL BANGALORE,Others
IRCTC,Travel
MONTHLY SALARY BANGALORE,Salary
SALARY CREDIT INDIA,Salary
CASH WITHDRAWAL PAYMENT,Others
SPOTIFY KOCHI,Entertainment
MOBILE RECHARGE UPI,Bills
BANK CHARGE STORE,Others
SALARY CREDIT INDIA,Salary
BHARAT PETROLEUM PAYMENT,Fuel
IRCTC,Travel
WATER BILL PAYMENT,Bills
BONUS CREDIT BANGALORE,Salary
KSRTC POS,Travel
APOLLO PHARMACY #1234,Healthcare
MUTUAL FUND SIP TXN,Investment
ZOMATO PAYMENT UPI,Food
IRCTC STORE,Travel
ATM WITHDRAWAL ONLINE,Others
NPS POS,Investment
JIO RECHARGE ONLINE,Bills
BANK CHARGE INDIA,Others
BROADBAND BILL UPI,Bills
BHARAT PETROLEUM BANGALORE,Fuel
HP PETROL UPI,Fuel
LAB TEST PAYMENT,Healthcare
JIO RECHARGE,Bills
NETFLIX ONLINE,Entertainment
SALARY CREDIT TXN,Salary
SALARY CREDIT ONLINE,Salary
BONUS CREDIT,Salary
BONUS CREDIT BANGALORE,Salary
WATER BILL POS,Bills
NETFLIX UPI,Entertainment
SPOTIFY ONLINE,Entertainment
PUMA ONLINE,Shopping
MOBILE RECHARGE POS,Bills
BHARAT PETROLEUM INDIA,Fuel
MONTHLY SALARY,Salary
STOCK PURCHASE INDIA,Investment
YOUTUBE PREMIUM UPI,Entertainment
NETFLIX PAYMENT,Entertainment
BONUS CREDIT #1234,Salary
MCDONALDS KOCHI,Food
ATM WITHDRAWAL BANGALORE,Others
CHEQUE PAYMENT UPI,Others
PPF ONLINE,Investment
HP PETROL POS,Fuel
PPF POS,Investment
DENTAL CLINIC TXN,Healthcare
ELECTRICITY BILL KOCHI,Bills
KSRTC INDIA,Travel
DOMINOS PIZZA INDIA,Food
STARBUCKS PAYMENT,Food
NETFLIX KOCHI,Entertainment
UBER TRIP POS,Travel
MUTUAL FUND SIP ONLINE,Investment
AMAZON PRIME,Entertainment
BANK CHARGE INDIA,Others
JIO RECHARGE BANGALORE,Bills
AIRTEL UPI,Bills
HOSPITAL POS,Healthcare
UBER TRIP KOCHI,Travel
IRCTC POS,Travel
ZOMATO PAYMENT BANGALORE,Food
HOTSTAR UPI,Entertainment
SPOTIFY TXN,Entertainment
HOTSTAR PAYMENT,Entertainment
SALARY CREDIT UPI,Salary
PUMA UPI,Shopping
HOTSTAR #1234,Entertainment
DENTAL CLINIC #1234,Healthcare
BONUS CREDIT BANGALORE,Salary
CASH WITHDRAWAL KOCHI,Others
CAFE COFFEE DAY,Food
SALARY CREDIT BANGALORE,Salary
MONTHLY SALARY POS,Salary
PUMA UPI,Shopping
FLIGHT BOOKING PAYMENT,Travel
CROMA #1234,Shopping
MONTHLY SALARY UPI,Salary
PUMA #1234,Shopping
ZERODHA BANGALORE,Investment
SALARY CREDIT TXN,Salary
BONUS CREDIT KOCHI,Salary
BONUS CREDIT KOCHI,Salary
DENTAL CLINIC,Healthcare
BANK CHARGE UPI,Others
YOUTUBE PREMIUM INDIA,Entertainment
ELECTRICITY BILL BANGALORE,Bills
ATM WITHDRAWAL BANGALORE,Others
HOTSTAR POS,Entertainment
ATM WITHDRAWAL BANGALORE,Others
BONUS CREDIT PAYMENT,Salary
SWIGGY ORDER BANGALORE,Food
BONUS CREDIT TXN,Salary
INDIAN OIL INDIA,Fuel
WATER BILL POS,Bills
NETFLIX UPI,Entertainment
MOBILE RECHARGE TXN,Bills
CHEQUE PAYMENT KOCHI,Others
BUS TICKET ONLINE,Travel
KFC INDIA TXN,Food
JIO RECHARGE,Bills
HP PETROL POS,Fuel
MONTHLY SALARY ONLINE,Salary
MUTUAL FUND SIP POS,Investment
DENTAL CLINIC TXN,Healthcare
CROMA UPI,Shopping
AMAZON PRIME #1234,Entertainment
MEDICAL STORE STORE,Healthcare
SALARY CREDIT BANGALORE,Salary
BHARAT PETROLEUM,Fuel
SHELL PETROL TXN,Fuel
DENTAL CLINIC PAYMENT,Healthcare
SALARY CREDIT #1234,Salary
BONUS CREDIT PAYMENT,Salary
APOLLO PHARMACY UPI,Healthcare
IRCTC BANGALORE,Travel
PUMA POS,Shopping
SALARY CREDIT #1234,Salary
CHEQUE PAYMENT TXN,Others
BANK CHARGE TXN,Others
IRCTC PAYMENT,Travel
CASH WITHDRAWAL #1234,Others
SALARY CREDIT PAYMENT,Salary
BOOKMYSHOW #1234,Entertainment
HP PETROL POS,Fuel
SUBWAY POS,Food
YOUTUBE PREMIUM UPI,Entertainment
FLIPKART PAYMENT,Shopping
NIKE STORE BANGALORE,Shopping
SWIGGY ORDER BANGALORE,Food
SHELL PETROL BANGALORE,Fuel
CHEQUE PAYMENT BANGALORE,Others
NIKE STORE POS,Shopping
ZOMATO PAYMENT POS,Food
NIKE STORE ONLINE,Shopping
INDIAN OIL POS,Fuel
WATER BILL #1234,Bills
LAB TEST,Healthcare
SALARY CREDIT BANGALORE,Salary
INDIAN OIL #1234,Fuel
SHELL PETROL INDIA,Fuel
JIO RECHARGE TXN,Bills
BURGER KING PAYMENT,Food
CAFE COFFEE DAY KOCHI,Food
ZERODHA POS,Investment
NETFLIX TXN,Entertainment
HP PETROL,Fuel
IRCTC INDIA,Travel
STARBUCKS #1234,Food
BROADBAND BILL STORE,Bills
ATM WITHDRAWAL BANGALORE,Others
YOUTUBE PREMIUM TXN,Entertainment
CAFE COFFEE DAY INDIA,Food
MONTHLY SALARY PAYMENT,Salary
AIRTEL PAYMENT,Bills
BUS TICKET PAYMENT,Travel
MEDICAL STORE,Healthcare
HP PETROL UPI,Fuel
RELIANCE DIGITAL ONLINE,Shopping
AIRTEL TXN,Bills
SALARY CREDIT BANGALORE,Salary
FLIPKART INDIA,Shopping
DENTAL CLINIC STORE,Healthcare
BOOKMYSHOW PAYMENT,Entertainment
FLIGHT BOOKING POS,Travel
BROADBAND BILL INDIA,Bills
CHEQUE PAYMENT INDIA,Others
MONTHLY SALARY POS,Salary
MUTUAL FUND SIP #1234,Investment
HOTSTAR KOCHI,Entertainment
BANK CHARGE KOCHI,Others
CASH WITHDRAWAL BANGALORE,Others
MUTUAL FUND SIP BANGALORE,Investment
MONTHLY SALARY PAYMENT,Salary
INDIAN OIL PAYMENT,Fuel
FLIGHT BOOKING POS,Travel
BOOKMYSHOW BANGALORE,Entertainment
SPOTIFY ONLINE,Entertainment
ATM WITHDRAWAL #1234,Others
CHEQUE PAYMENT TXN,Others
APOLLO PHARMACY STORE,Healthcare
SALARY CREDIT BANGALORE,Salary
SHELL PETROL #1234,Fuel
INDIAN OIL STORE,Fuel
LAB TEST PAYMENT,Healthcare
UBER TRIP ONLINE,Travel
BANK CHARGE BANGALORE,Others
BOOKMYSHOW ONLINE,Entertainment
FLIGHT BOOKING BANGALORE,Travel
MONTHLY SALARY TXN,Salary
FLIPKART INDIA,Shopping
AMAZON PAY POS,Shopping
MONTHLY SALARY ONLINE,Salary
CHEQUE PAYMENT PAYMENT,Others
MUTUAL FUND SIP POS,Investment
MONTHLY SALARY ONLINE,Salary
IRCTC TXN,Travel
NPS BANGALORE,Investment
SALARY CREDIT BANGALORE,Salary
WATER BILL #1234,Bills
MUTUAL FUND SIP POS,Investment
UBER TRIP BANGALORE,Travel
MONTHLY SALARY INDIA,Salary
LAB TEST PAYMENT,Healthcare
ATM WITHDRAWAL ONLINE,Others
AJIO #1234,Shopping
NPS UPI,Investment
SHELL PETROL STORE,Fuel
ZERODHA ONLINE,Investment
MOBILE RECHARGE UPI,Bills
CASH WITHDRAWAL PAYMENT,Others
SHELL PETROL STORE,Fuel
BHARAT PETROLEUM,Fuel
MONTHLY SALARY TXN,Salary
CHEQUE PAYMENT PAYMENT,Others
AMAZON PAY STORE,Shopping
BONUS CREDIT UPI,Salary
BONUS CREDIT #1234,Salary
NETFLIX TXN,Entertainment
SHELL PETROL STORE,Fuel
APOLLO PHARMACY INDIA,Healthcare
MOBILE RECHARGE PAYMENT,Bills
BOOKMYSHOW POS,Entertainment
FLIPKART UPI,Shopping
STARBUCKS #1234,Food
MOBILE RECHARGE KOCHI,Bills
PPF ONLINE,Investment
PUMA ONLINE,Shopping
SHELL PETROL #1234,Fuel
KSRTC ONLINE,Travel
YOUTUBE PREMIUM KOCHI,Entertainment
UBER TRIP #1234,Travel
SHELL PETROL,Fuel
HP PETROL #1234,Fuel
PUMA ONLINE,Shopping
SPOTIFY,Entertainment
CASH WITHDRAWAL BANGALORE,Others
CHEQUE PAYMENT #1234,Others
MUTUAL FUND SIP #1234,Investment
ZERODHA POS,Investment
ZOMATO PAYMENT BANGALORE,Food
MEDICAL STORE TXN,Healthcare
SALARY CREDIT #1234,Salary
STOCK PURCHASE ONLINE,Investment
BANK CHARGE PAYMENT,Others
PPF BANGALORE,Investment
ZERODHA KOCHI,Investment
CAFE COFFEE DAY INDIA,Food
BROADBAND BILL ONLINE,Bills
HOTSTAR STORE,Entertainment
AIRTEL UPI,Bills
BOOKMYSHOW TXN,Entertainment
FLIGHT BOOKING #1234,Travel
KSRTC ONLINE,Travel
HOTSTAR POS,Entertainment
AMAZON PRIME #1234,Entertainment
PUMA KOCHI,Shopping
PPF #1234,Investment
JIO RECHARGE STORE,Bills
HP PETROL TXN,Fuel
BOOKMYSHOW STORE,Entertainment
SHELL PETROL PAYMENT,Fuel
NETFLIX PAYMENT,Entertainment
PPF INDIA,Investment
CROMA BANGALORE,Shopping
FLIPKART PAYMENT,Shopping
SALARY CREDIT POS,Salary
PPF TXN,Investment
RELIANCE DIGITAL #1234,Shopping
MYNTRA #1234,Shopping
BUS TICKET #1234,Travel
CAFE COFFEE DAY KOCHI,Food
SWIGGY ORDER PAYMENT,Food
DOMINOS PIZZA KOCHI,Food
BANK CHARGE POS,Others
FLIPKART POS,Shopping
NIKE STORE,Shopping
BHARAT PETROLEUM INDIA,Fuel
JIO RECHARGE BANGALORE,Bills
BONUS CREDIT ONLINE,Salary
MUTUAL FUND SIP STORE,Investment
AMAZON PAY STORE,Shopping
KFC INDIA POS,Food
BURGER KING TXN,Food
ATM WITHDRAWAL ONLINE,Others
MONTHLY SALARY TXN,Salary
MONTHLY SALARY PAYMENT,Salary
HOTSTAR POS,Entertainment
AJIO ONLINE,Shopping
MONTHLY SALARY UPI,Salary
WATER BILL #1234,Bills
CASH WITHDRAWAL TXN,Others
STOCK PURCHASE PAYMENT,Investment
BANK CHARGE POS,Others
BHARAT PETROLEUM INDIA,Fuel
BROADBAND BILL POS,Bills
MYNTRA,Shopping
BOOKMYSHOW KOCHI,Entertainment
UBER TRIP #1234,Travel
BHARAT PETROLEUM #1234,Fuel
HP PETROL #1234,Fuel
MEDICAL STORE BANGALORE,Healthcare
AMAZON PRIME TXN,Entertainment
UBER TRIP ONLINE,Travel
WATER BILL STORE,Bills
SALARY CREDIT #1234,Salary
INDIAN OIL ONLINE,Fuel
BOOKMYSHOW KOCHI,Entertainment
BUS TICKET,Travel
ATM WITHDRAWAL BANGALORE,Others
MUTUAL FUND SIP POS,Investment
FLIGHT BOOKING POS,Travel
BOOKMYSHOW,Entertainment
ATM WITHDRAWAL TXN,Others
SPOTIFY ONLINE,Entertainment
HP PETROL KOCHI,Fuel
LAB TEST INDIA,Healthcare
CASH WITHDRAWAL KOCHI,Others
CHEQUE PAYMENT,Others
BONUS CREDIT TXN,Salary
METRO RECHARGE,Travel
HP PETROL PAYMENT,Fuel
CROMA ONLINE,Shopping
CHEQUE PAYMENT #1234,Others
STOCK PURCHASE ONLINE,Investment
LAB TEST STORE,Healthcare
RELIANCE DIGITAL STORE,Shopping
SPOTIFY STORE,Entertainment
SWIGGY ORDER POS,Food
BONUS CREDIT KOCHI,Salary
WATER BILL TXN,Bills
MEDICAL STORE,Healthcare
KSRTC UPI,Travel
BHARAT PETROLEUM BANGALORE,Fuel
RELIANCE DIGITAL #1234,Shopping
KFC INDIA KOCHI,Food
NPS PAYMENT,Investment
NETFLIX STORE,Entertainment
SHELL PETROL #1234,Fuel
NPS KOCHI,Investment
RELIANCE DIGITAL UPI,Shopping
FLIPKART STORE,Shopping
LAB TEST BANGALORE,Healthcare
CHEQUE PAYMENT,Others
JIO RECHARGE POS,Bills
CASH WITHDRAWAL KOCHI,Others
SHELL PETROL UPI,Fuel
APOLLO PHARMACY TXN,Healthcare
HOSPITAL KOCHI,Healthcare
LAB TEST BANGALORE,Healthcare
CROMA BANGALORE,Shopping
SALARY CREDIT UPI,Salary
AMAZON PRIME KOCHI,Entertainment
LAB TEST KOCHI,Healthcare
PPF,Investment
NPS BANGALORE,Investment
FLIPKART ONLINE,Shopping
BONUS CREDIT POS,Salary
AMAZON PRIME BANGALORE,Entertainment
WATER BILL POS,Bills
AJIO #1234,Shopping
INDIAN OIL ONLINE,Fuel
AMAZON PRIME INDIA,Entertainment
NETFLIX PAYMENT,Entertainment
BOOKMYSHOW TXN,Entertainment
DENTAL CLINIC ONLINE,Healthcare
ELECTRICITY BILL KOCHI,Bills
MYNTRA #1234,Shopping
BUS TICKET POS,Travel
AMAZON PRIME TXN,Entertainment
PIZZA HUT #1234,Food
FLIPKART TXN,Shopping
SHELL PETROL BANGALORE,Fuel
NPS ONLINE,Investment
RELIANCE DIGITAL ONLINE,Shopping
PIZZA HUT POS,Food
STARBUCKS TXN,Food
ATM WITHDRAWAL BANGALORE,Others
MONTHLY SALARY INDIA,Salary
MEDICAL STORE ONLINE,Healthcare
SWIGGY ORDER #1234,Food
NPS POS,Investment
BROADBAND BILL POS,Bills
INDIAN OIL,Fuel
FLIPKART ONLINE,Shopping
FLIGHT BOOKING PAYMENT,Travel
WATER BILL INDIA,Bills
HOSPITAL #1234,Healthcare
ZERODHA BANGALORE,Investment
LAB TEST PAYMENT,Healthcare
SHELL PETROL,Fuel
STARBUCKS #1234,Food
SALARY CREDIT INDIA,Salary
AIRTEL #1234,Bills
STARBUCKS KOCHI,Food
RELIANCE DIGITAL PAYMENT,Shopping
SPOTIFY INDIA,Entertainment
RELIANCE DIGITAL BANGALORE,Shopping
DENTAL CLINIC,Healthcare
AJIO,Shopping
HOSPITAL INDIA,Healthcare
MYNTRA INDIA,Shopping
NPS BANGALORE,Investment
APOLLO PHARMACY INDIA,Healthcare
MONTHLY SALARY POS,Salary
CASH WITHDRAWAL INDIA,Others
SHELL PETROL PAYMENT,Fuel
HOTSTAR STORE,Entertainment
METRO RECHARGE TXN,Travel
HOSPITAL STORE,Healthcare
ZOMATO PAYMENT,Food
SUBWAY BANGALORE,Food
PUMA UPI,Shopping
STOCK PURCHASE KOCHI,Investment
NPS POS,Investment
SALARY CREDIT #1234,Salary
SUBWAY PAYMENT,Food
BHARAT PETROLEUM TXN,Fuel
JIO RECHARGE STORE,Bills
BONUS CREDIT INDIA,Salary
KSRTC UPI,Travel
CASH WITHDRAWAL PAYMENT,Others
CASH WITHDRAWAL #1234,Others
METRO RECHARGE UPI,Travel
SPOTIFY PAYMENT,Entertainment
BANK CHARGE KOCHI,Others
APOLLO PHARMACY UPI,Healthcare
BROADBAND BILL BANGALORE,Bills
CHEQUE PAYMENT #1234,Others
LAB TEST ONLINE,Healthcare
FLIPKART INDIA,Shopping
UBER TRIP UPI,Travel
MUTUAL FUND SIP #1234,Investment
BROADBAND BILL POS,Bills
SHELL PETROL STORE,Fuel
CASH WITHDRAWAL,Others
SHELL PETROL UPI,Fuel
WATER BILL ONLINE,Bills
RAPIDO #1234,Travel
YOUTUBE PREMIUM INDIA,Entertainment
FLIGHT BOOKING UPI,Travel
BUS TICKET POS,Travel
AJIO KOCHI,Shopping
BROADBAND BILL TXN,Bills
KSRTC #1234,Travel
SWIGGY ORDER,Food
LAB TEST TXN,Healthcare
DENTAL CLINIC STORE,Healthcare
BANK CHARGE,Others
CASH WITHDRAWAL PAYMENT,Others
RELIANCE DIGITAL BANGALORE,Shopping
UBER TRIP ONLINE,Travel
SALARY CREDIT INDIA,Salary
WATER BILL BANGALORE,Bills
STARBUCKS ONLINE,Food
ELECTRICITY BILL BANGALORE,Bills
YOUTUBE PREMIUM BANGALORE,Entertainment
RAPIDO BANGALORE,Travel
BHARAT PETROLEUM UPI,Fuel
SALARY CREDIT ONLINE,Salary
MYNTRA UPI,Shopping
HOSPITAL,Healthcare
ATM WITHDRAWAL,Others
AMAZON PRIME UPI,Entertainment
STARBUCKS BANGALORE,Food
APOLLO PHARMACY KOCHI,Healthcare
CASH WITHDRAWAL POS,Others
MOBILE RECHARGE TXN,Bills
AMAZON PRIME INDIA,Entertainment
BANK CHARGE POS,Others
AMAZON PRIME PAYMENT,Entertainment
AMAZON PRIME TXN,Entertainment
HP PETROL,Fuel
FLIGHT BOOKING BANGALORE,Travel
AIRTEL ONLINE,Bills
SALARY CREDIT STORE,Salary
UBER TRIP #1234,Travel
BROADBAND BILL #1234,Bills
LAB TEST PAYMENT,Healthcare
SPOTIFY BANGALORE,Entertainment
BOOKMYSHOW KOCHI,Entertainment
SHELL PETROL ONLINE,Fuel
CROMA ONLINE,Shopping
KSRTC PAYMENT,Travel
CHEQUE PAYMENT TXN,Others
JIO RECHARGE #1234,Bills
STOCK PURCHASE TXN,Investment
BOOKMYSHOW KOCHI,Entertainment
NIKE STORE UPI,Shopping
CHEQUE PAYMENT UPI,Others
BUS TICKET KOCHI,Travel
PUMA TXN,Shopping
BHARAT PETROLEUM TXN,Fuel
CHEQUE PAYMENT INDIA,Others
PPF POS,Investment
WATER BILL INDIA,Bills
MEDICAL STORE ONLINE,Healthcare
MUTUAL FUND SIP INDIA,Investment
ZERODHA TXN,Investment
LAB TEST,Healthcare
MONTHLY SALARY PAYMENT,Salary
BANK CHARGE,Others
INDIAN OIL PAYMENT,Fuel
HP PETROL INDIA,Fuel
MONTHLY SALARY ONLINE,Salary
ZERODHA,Investment
KFC INDIA KOCHI,Food
INDIAN OIL TXN,Fuel
CASH WITHDRAWAL,Others
FLIPKART KOCHI,Shopping
AMAZON PAY,Shopping
BONUS CREDIT STORE,Salary
ZERODHA UPI,Investment
LAB TEST BANGALORE,Healthcare
BOOKMYSHOW TXN,Entertainment
DENTAL CLINIC PAYMENT,Healthcare
SALARY CREDIT #1234,Salary
NPS INDIA,Investment
STOCK PURCHASE KOCHI,Investment
PUMA,Shopping
KSRTC UPI,Travel
HP PETROL STORE,Fuel
SHELL PETROL TXN,Fuel
PIZZA HUT PAYMENT,Food
ATM WITHDRAWAL STORE,Others
HP PETROL INDIA,Fuel
STOCK PURCHASE ONLINE,Investment
BOOKMYSHOW,Entertainment
METRO RECHARGE PAYMENT,Travel
YOUTUBE PREMIUM POS,Entertainment
PUMA BANGALORE,Shopping
SPOTIFY BANGALORE,Entertainment
LAB TEST PAYMENT,Healthcare
MYNTRA KOCHI,Shopping
BROADBAND BILL UPI,Bills
HP PETROL INDIA,Fuel
MYNTRA KOCHI,Shopping
FLIPKART #1234,Shopping
AMAZON PRIME,Entertainment
ATM WITHDRAWAL,Others
BONUS CREDIT INDIA,Salary
IRCTC INDIA,Travel
BROADBAND BILL UPI,Bills
MYNTRA ONLINE,Shopping
KSRTC POS,Travel
MCDONALDS POS,Food
INDIAN OIL ONLINE,Fuel
MONTHLY SALARY TXN,Salary
RAPIDO PAYMENT,Travel
FLIPKART ONLINE,Shopping
MONTHLY SALARY BANGALORE,Salary
STOCK PURCHASE INDIA,Investment
UBER TRIP STORE,Travel
HOTSTAR STORE,Entertainment
PUMA PAYMENT,Shopping
BANK CHARGE #1234,Others
MOBILE RECHARGE BANGALORE,Bills
AIRTEL UPI,Bills
SPOTIFY TXN,Entertainment
NETFLIX POS,Entertainment
MUTUAL FUND SIP #1234,Investment
MOBILE RECHARGE STORE,Bills
MOBILE RECHARGE KOCHI,Bills
BHARAT PETROLEUM POS,Fuel
BUS TICKET PAYMENT,Travel
NPS #1234,Investment
BONUS CREDIT STORE,Salary
IRCTC POS,Travel
SHELL PETROL ONLINE,Fuel
BROADBAND BILL KOCHI,Bills
ATM WITHDRAWAL TXN,Others
MEDICAL STORE POS,Healthcare
BONUS CREDIT PAYMENT,Salary
BOOKMYSHOW INDIA,Entertainment
DOMINOS PIZZA,Food
AMAZON PAY POS,Shopping
MOBILE RECHARGE #1234,Bills
MONTHLY SALARY #1234,Salary
ATM WITHDRAWAL POS,Others
WATER BILL #1234,Bills
SPOTIFY POS,Entertainment
BHARAT PETROLEUM POS,Fuel
CHEQUE PAYMENT,Others
PIZZA HUT POS,Food
MUTUAL FUND SIP PAYMENT,Investment
RAPIDO KOCHI,Travel
WATER BILL INDIA,Bills
APOLLO PHARMACY KOCHI,Healthcare
HOTSTAR POS,Entertainment
BONUS CREDIT TXN,Salary
UBER TRIP UPI,Travel
SHELL PETROL INDIA,Fuel
AMAZON PAY INDIA,Shopping
NPS STORE,Investment
MONTHLY SALARY KOCHI,Salary
YOUTUBE PREMIUM TXN,Entertainment
SHELL PETROL KOCHI,Fuel
HOSPITAL BANGALORE,Healthcare
MONTHLY SALARY ONLINE,Salary
ATM WITHDRAWAL #1234,Others
APOLLO PHARMACY PAYMENT,Healthcare
PUMA POS,Shopping
RELIANCE DIGITAL BANGALORE,Shopping
BOOKMYSHOW #1234,Entertainment
CHEQUE PAYMENT ONLINE,Others
SWIGGY ORDER BANGALORE,Food
SALARY CREDIT PAYMENT,Salary
NPS TXN,Investment
KFC INDIA ONLINE,Food
ELECTRICITY BILL STORE,Bills
UBER TRIP #1234,Travel
BHARAT PETROLEUM UPI,Fuel
CASH WITHDRAWAL UPI,Others
BONUS CREDIT #1234,Salary
FLIPKART,Shopping
AIRTEL STORE,Bills
CROMA TXN,Shopping
SALARY CREDIT,Salary
DOMINOS PIZZA KOCHI,Food
BANK CHARGE TXN,Others
